--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ABILITY3    |ITEM
410 Shieldon   : Fake Out at level 1, ViceGrip at level 1, Swallow at level 1, Wake-Up Slap at level 1, Silver Wind at level 6, Sky Drop at level 10, Sleep Powder at level 15, Retaliate at level 19, Heart Swap at level 24, ExtremeSpeed at level 28, Counter at level 33, Crabhammer at level 37, Leaf Blade at level 42, Draco Meteor at level 46
411 Bastiodon  : Icy Wind at level 1, Fury Swipes at level 1, Chatter at level 1, Flame Burst at level 1, Facade at level 6, Healing Wish at level 10, Steel Wing at level 15, Supersonic at level 19, Guard Swap at level 24, Double Hit at level 28, Body Slam at level 30, Psychic at level 36, Gear Grind at level 43, Freeze Shock at level 51, Rock Wrecker at level 58
412 Burmy      : Magical Leaf at level 1, Trick Room at level 1, Recover at level 1, SmellingSalt at level 1, Fiery Dance at level 10, Energy Ball at level 15, Iron Tail at level 20
413 Wormadam   : Sand-Attack at level 1, Metal Claw at level 1, Protect at level 1, Air Cutter at level 1, Belly Drum at level 10, ViceGrip at level 15, Razor Wind at level 20, Mind Reader at level 23, Gear Grind at level 26, Fusion Bolt at level 29, Superpower at level 32, Screech at level 35, Imprison at level 38, SonicBoom at level 41, Sweet Scent at level 44, Psycho Boost at level 47
414 Mothim     : Absorb at level 1, Ally Switch at level 1, Echoed Voice at level 1, Hex at level 1, Assurance at level 10, Avalanche at level 15, Double Kick at level 20, Endeavor at level 23, Heart Stamp at level 26, Stomp at level 29, Guillotine at level 32, X-Scissor at level 35, Heal Block at level 38, Lava Plume at level 41, DynamicPunch at level 44, Double-Edge at level 47, Explosion at level 50
415 Combee     : Yawn at level 1, Psybeam at level 1, Thunder Fang at level 1, Crabhammer at level 1, Magma Storm at level 13, Petal Dance at level 29
416 Vespiquen  : Grass Pledge at level 1, Glare at level 1, Flail at level 1, Sludge at level 1, Whirlwind at level 5, Flame Burst at level 9, Synchronoise at level 13, Foresight at level 17, Mirror Coat at level 21, Detect at level 25, Air Slash at level 29, Psyshock at level 33, Sludge Bomb at level 37, Sacred Fire at level 41, Shift Gear at level 45, Toxic at level 49, Psystrike at level 53
417 Pachirisu  : Reflect Type at level 1, Synthesis at level 1, Bubble at level 1, Storm Throw at level 1, Water Gun at level 5, Poison Fang at level 9, Aromatherapy at level 13, Fury Swipes at level 17, SmellingSalt at level 21, Glaciate at level 25, Heal Order at level 29, Splash at level 33, Dizzy Punch at level 37, Extrasensory at level 41, Megahorn at level 45, Rock Polish at level 49
418 Buizel     : Incinerate at level 1, Gust at level 1, Storm Throw at level 1, Payback at level 1, Heart Swap at level 4, Fling at level 7, Mud Shot at level 11, Swift at level 15, Night Slash at level 18, Facade at level 21, Horn Leech at level 24, Sky Uppercut at level 27, Sludge Wave at level 31, Heat Wave at level 35, Gyro Ball at level 38, Volt Tackle at level 41, V-create at level 45
419 Floatzel   : Ice Shard at level 1, Water Pledge at level 1, Avalanche at level 1, Steel Wing at level 1, Crush Claw at level 1, Ice Punch at level 1, Beat Up at level 4, Extrasensory at level 7, Slam at level 11, Heart Swap at level 15, Hyper Fang at level 18, Sludge Wave at level 21, Megahorn at level 24, Curse at level 29, Power Whip at level 35, Petal Dance at level 41, Fire Blast at level 46, Wood Hammer at level 51, Hi Jump Kick at level 57
420 Cherubi    : Return at level 1, Icy Wind at level 1, Autotomize at level 1, Flame Wheel at level 1, Rock Climb at level 7, Trick at level 10, Odor Sleuth at level 13, Magnet Rise at level 19, Softboiled at level 22, Roar of Time at level 28, Sleep Talk at level 31, Magic Room at level 37, Punishment at level 40
421 Cherrim    : ThunderShock at level 1, Grudge at level 1, Sleep Talk at level 1, Air Cutter at level 1, Heart Stamp at level 7, Secret Power at level 10, Drain Punch at level 13, Bone Rush at level 19, Drill Run at level 22, Flash Cannon at level 25, Hyper Fang at level 30, Guard Split at level 35, Double Team at level 43, Selfdestruct at level 48
422 Shellos    : Rapid Spin at level 1, Knock Off at level 1, Force Palm at level 1, Ice Fang at level 1, Wring Out at level 2, Double Hit at level 4, Giga Drain at level 7, Hyper Fang at level 11, Crabhammer at level 16, Aeroblast at level 22, Draco Meteor at level 29, Blast Burn at level 37, Selfdestruct at level 46
423 Gastrodon  : Quick Guard at level 1, Smog at level 1, Rollout at level 1, Faint Attack at level 1, Healing Wish at level 2, Nature Power at level 4, Shell Smash at level 7, Thunder Fang at level 11, Ice Punch at level 16, ThunderPunch at level 22, Brick Break at level 29, Iron Head at level 41, Howl at level 54
424 Ambipom    : Bulk Up at level 1, Rapid Spin at level 1, Razor Leaf at level 1, Force Palm at level 1, AncientPower at level 4, Mirror Shot at level 8, Defog at level 11, Drill Run at level 15, Hone Claws at level 18, Icicle Crash at level 22, Horn Drill at level 25, Sludge Wave at level 29, Swallow at level 32, Meteor Mash at level 36, Trick at level 39, Iron Tail at level 43
425 Drifloon   : Rollout at level 1, Storm Throw at level 1, Icicle Spear at level 1, Bullet Seed at level 1, Swords Dance at level 4, Copycat at level 8, Stun Spore at level 13, Milk Drink at level 16, Secret Sword at level 20, Hyper Voice at level 25, Meteor Mash at level 27, Harden at level 32, Jump Kick at level 32, Wring Out at level 36, Flare Blitz at level 40, Overheat at level 44, Draco Meteor at level 50
426 Drifblim   : Flame Charge at level 1, Yawn at level 1, Rock Throw at level 1, Electroweb at level 1, Cross Poison at level 4, Metal Burst at level 8, X-Scissor at level 13, Power Split at level 16, Dragon Pulse at level 20, Heat Wave at level 25, Close Combat at level 27, Thunder at level 34, Rest at level 34, Flatter at level 40, Cosmic Power at level 46, Punishment at level 52, Bolt Strike at level 60
427 Buneary    : Aqua Jet at level 1, Tackle at level 1, Hone Claws at level 1, Metal Claw at level 1, Wake-Up Slap at level 6, Aerial Ace at level 13, Dizzy Punch at level 16, Secret Power at level 23, Synchronoise at level 26, Lava Plume at level 33, Drill Run at level 36, Attack Order at level 43, Aeroblast at level 46, Cross Chop at level 53, Overheat at level 56, Psycho Boost at level 63
428 Lopunny    : Rage at level 1, Gravity at level 1, Reflect Type at level 1, Rapid Spin at level 1, Water Gun at level 1, Mud Shot at level 1, Fury Swipes at level 6, Razor Shell at level 13, Brick Break at level 16, Screech at level 23, Signal Beam at level 26, Razor Wind at level 33, Energy Ball at level 36, Inferno at level 43, Judgment at level 46, Spacial Rend at level 53, Coil at level 56, Wood Hammer at level 63
429 Mismagius  : Vacuum Wave at level 1, Trick Room at level 1, Razor Wind at level 1, Take Down at level 1, Will-O-Wisp at level 1, Dragon Rush at level 1
430 Honchkrow  : Leech Life at level 1, Brine at level 1, Extrasensory at level 1, Mega Punch at level 1, Fusion Flare at level 25, Screech at level 35, Sacred Fire at level 45, Thunder at level 55, Foresight at level 65, Petal Dance at level 75
431 Glameow    : Thief at level 1, Pursuit at level 1, Acrobatics at level 1, Bone Club at level 1, Volt Switch at level 5, Secret Power at level 8, Yawn at level 13, Brick Break at level 17, Horn Leech at level 20, Bullet Seed at level 25, Flash Cannon at level 29, Extrasensory at level 32, Reversal at level 37, Energy Ball at level 41, Scald at level 44, Roar of Time at level 48
432 Purugly    : Recover at level 1, Feint at level 1, Snatch at level 1, Weather Ball at level 1, Entrainment at level 5, Metal Claw at level 8, Bulldoze at level 13, Lunar Dance at level 17, Spike Cannon at level 20, Gravity at level 25, Assist at level 29, Vital Throw at level 32, Flash at level 37, Mist Ball at level 38, Beat Up at level 45, Blizzard at level 52, Hyper Beam at level 60
433 Chingling  : Meditate at level 1, Mach Punch at level 1, Pursuit at level 1, Electroweb at level 1, Faint Attack at level 6, Iron Head at level 9, Energy Ball at level 14, Sand-Attack at level 17, SmokeScreen at level 22, Worry Seed at level 25
434 Stunky     : Rock Smash at level 1, Water Pulse at level 1, Flame Burst at level 1, Dark Pulse at level 1, Body Slam at level 4, Sacred Sword at level 7, Inferno at level 10, Sky Attack at level 14, Whirlwind at level 18, Shift Gear at level 22, Quash at level 27, Yawn at level 32, Charge at level 37, Agility at level 43, Eruption at level 49
435 Skuntank   : Worry Seed at level 1, Barrage at level 1, Tackle at level 1, Razor Leaf at level 1, U-turn at level 4, Pain Split at level 7, Air Slash at level 10, Leech Seed at level 14, Dragon Pulse at level 18, Psychic at level 22, Growl at level 27, Helping Hand at level 32, Jump Kick at level 34, Flare Blitz at level 41, Thunder Wave at level 51, Heart Swap at level 61
436 Bronzor    : Knock Off at level 1, Clear Smog at level 1, Payback at level 1, Covet at level 1, Magnet Rise at level 5, Wake-Up Slap at level 9, Avalanche at level 11, Disable at level 15, Hypnosis at level 19, Simple Beam at level 21, Dig at level 25, Will-O-Wisp at level 29, Meteor Mash at level 31, Cross Chop at level 35, Electro Ball at level 39, Blizzard at level 41, Sandstorm at level 45, Hyper Beam at level 49
437 Bronzong   : Swords Dance at level 1, Triple Kick at level 1, Weather Ball at level 1, Nature Power at level 1, Force Palm at level 1, Sky Drop at level 1, Ominous Wind at level 5, BubbleBeam at level 9, Leech Seed at level 11, Bullet Seed at level 15, Quash at level 19, Me First at level 21, Hyper Voice at level 25, Thunderbolt at level 29, Soak at level 31, Petal Dance at level 33, Freeze Shock at level 36, Giga Impact at level 42, Power Split at level 46, Shift Gear at level 52, Psywave at level 58
438 Bonsly     : Poison Tail at level 1, Lovely Kiss at level 1, Swift at level 1, Fiery Dance at level 1, Gravity at level 5, Secret Sword at level 8, Muddy Water at level 12, Mud Sport at level 15, Bulk Up at level 19, Amnesia at level 22, Judgment at level 26, Bonemerang at level 29, Brave Bird at level 33, Doom Desire at level 36, Roar of Time at level 40
439 Mime Jr.   : Leech Life at level 1, Twister at level 1, Flame Charge at level 1, Magnet Bomb at level 1, Mirror Coat at level 4, Spark at level 8, Flame Burst at level 11, Razor Shell at level 15, Air Slash at level 18, Autotomize at level 22, Me First at level 22, Sweet Kiss at level 25, Skill Swap at level 29, Secret Sword at level 32, Acupressure at level 36, Aeroblast at level 39, Nightmare at level 43, Spacial Rend at level 46, Freeze Shock at level 50
440 Happiny    : Pursuit at level 1, Punishment at level 1, Psybeam at level 1, Steel Wing at level 1, Razor Wind at level 5, Volt Tackle at level 9, Draco Meteor at level 12
441 Chatot     : Astonish at level 1, Mega Drain at level 1, Spider Web at level 1, Arm Thrust at level 1, Bulldoze at level 5, Sludge at level 9, Psycho Shift at level 13, Vital Throw at level 17, Secret Power at level 21, Spite at level 25, Extrasensory at level 29, Zen Headbutt at level 33, Razor Wind at level 37, Psystrike at level 41, Wood Hammer at level 45, Outrage at level 49, Ice Burn at level 53, Withdraw at level 57
442 Spiritomb  : Miracle Eye at level 1, Leech Life at level 1, Gust at level 1, Water Pledge at level 1, Snarl at level 1, Flame Wheel at level 7, Round at level 13, Horn Leech at level 19, Role Play at level 25, Extrasensory at level 31, Aqua Tail at level 37, Bug Buzz at level 43, Perish Song at level 49
443 Gible      : Wonder Room at level 1, Present at level 1, Sandstorm at level 1, Feint at level 1, Metal Claw at level 3, Aerial Ace at level 7, Venoshock at level 13, Hammer Arm at level 15, Dark Void at level 19, Assist at level 25, Reflect Type at level 27, Acupressure at level 31, Thrash at level 37
444 Gabite     : Thief at level 1, Pin Missile at level 1, Heat Crash at level 1, Payback at level 1, Needle Arm at level 3, Spark at level 7, Volt Switch at level 13, Bone Rush at level 15, Submission at level 19, Hyper Fang at level 24, Cosmic Power at level 28, Metronome at level 33, Sludge Wave at level 40, Jump Kick at level 49
445 Garchomp   : Absorb at level 1, Wonder Room at level 1, Triple Kick at level 1, Ice Shard at level 1, Poison Fang at level 1, Magnet Bomb at level 3, Ice Fang at level 7, Zen Headbutt at level 13, Razor Wind at level 15, Night Daze at level 19, Tail Whip at level 24, Crabhammer at level 28, Attack Order at level 33, Leaf Blade at level 40, Dragon Pulse at level 48, Wood Hammer at level 55
446 Munchlax   : Mega Drain at level 1, Rock Smash at level 1, Focus Energy at level 1, Grass Pledge at level 1, Healing Wish at level 4, Avalanche at level 9, Safeguard at level 12, Spike Cannon at level 17, Embargo at level 20, Drain Punch at level 25, Dig at level 28, Bug Buzz at level 33, Thunderbolt at level 36, Volt Tackle at level 41, Overheat at level 44, Roar at level 49, Rain Dance at level 52, Sky Attack at level 57
447 Riolu      : Defog at level 1, FeatherDance at level 1, Poison Fang at level 1, Icy Wind at level 1, Recover at level 6, Revenge at level 11, Extrasensory at level 15, Nature Power at level 19, Shadow Force at level 24, Quiver Dance at level 29, Attract at level 47, Tailwind at level 55
448 Lucario    : PoisonPowder at level 1, Payback at level 1, Volt Switch at level 1, Magic Coat at level 1, Cross Poison at level 1, Flail at level 6, Mist Ball at level 11, Super Fang at level 15, Present at level 19, Brick Break at level 24, Dragon Claw at level 29, Tail Whip at level 33, Icicle Crash at level 37, Fusion Bolt at level 42, Last Resort at level 47, Overheat at level 51, Eruption at level 55, Harden at level 60, Rock Wrecker at level 65
449 Hippopotas : Flame Charge at level 1, Air Cutter at level 1, Shock Wave at level 1, Circle Throw at level 1, Hail at level 7, Gravity at level 13, Acupressure at level 19, Bestow at level 19, Shell Smash at level 25, Iron Head at level 31, Uproar at level 37, Foul Play at level 44, V-create at level 50
450 Hippowdon  : Clear Smog at level 1, Water Pulse at level 1, Pluck at level 1, Revenge at level 1, Headbutt at level 1, ThunderPunch at level 1, Signal Beam at level 1, Sweet Kiss at level 7, Lock-On at level 13, Extrasensory at level 19, Aqua Tail at level 19, Harden at level 25, Last Resort at level 31, Hydro Cannon at level 40, Foresight at level 50, Frenzy Plant at level 60
451 Skorupi    : Sand Tomb at level 1, Twineedle at level 1, Belly Drum at level 1, Tackle at level 1, Weather Ball at level 5, Force Palm at level 9, DragonBreath at level 13, Psybeam at level 16, Night Slash at level 20, Razor Shell at level 23, DynamicPunch at level 27, Hydro Pump at level 30, Low Kick at level 34, Memento at level 38, Thrash at level 41, Roar of Time at level 45, Giga Impact at level 49
