Seed: 182339442737970
Config String: 172GQMRCgiCAYUBiAEylF0eAh4CCgAACg A9CRcOAAAAAAAACAAyFFBva2Vtb24gUGxhdGludW0gKFUpOopn5uPDOIo==

--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ITEM
454 TOXICROAK  : Meteor Mash at level 1, Spider Web at level 1, Leech Life at level 1, Mirror Shot at level 1, String Shot at level 3, Metal Claw at level 8, Gyro Ball at level 10, Fury Cutter at level 15, X-Scissor at level 17, Flash Cannon at level 22, ThunderShock at level 24, Bug Bite at level 29, ViceGrip at level 31, Crush Grip at level 36, Silver Wind at level 41, Steel Wing at level 49, Bug Buzz at level 54
455 CARNIVINE  : Vine Whip at level 1, Dragon Pulse at level 1, Hi Jump Kick at level 1, Icy Wind at level 1, Twister at level 7, Dragon Rush at level 11, Spacial Rend at level 17, Crush Claw at level 21, Earthquake at level 27, Eruption at level 31, Outrage at level 31, ViceGrip at level 31, DragonBreath at level 37, Draco Meteor at level 41, Dragon Dance at level 47
456 FINNEON    : Hail at level 1, Wing Attack at level 1, Icy Wind at level 1, Vacuum Wave at level 1, Pluck at level 6, Ice Shard at level 10, Powder Snow at level 13, Avalanche at level 17, Ice Ball at level 22, Chatter at level 26, Tailwind at level 29, Sky Attack at level 33, Gust at level 38, Drill Peck at level 42, Blizzard at level 45, Double Hit at level 49
457 LUMINEON   : Brave Bird at level 1, Icy Wind at level 1, Me First at level 1, Feint at level 1, Hi Jump Kick at level 6, Mirror Move at level 10, Ice Punch at level 13, Pluck at level 17, Bounce at level 22, Powder Snow at level 26, Air Cutter at level 29, FeatherDance at level 35, Icicle Spear at level 42, Pursuit at level 48, Double Hit at level 53, Blizzard at level 59
458 MANTYKE    : Night Shade at level 1, Destiny Bond at level 1, Weather Ball at level 1, Shadow Ball at level 1, Lick at level 4, Shadow Force at level 10, Astonish at level 13, Swift at level 19, Spite at level 22, Shadow Sneak at level 28, Fire Punch at level 31, Sand-Attack at level 37, Hyper Beam at level 40, Ominous Wind at level 46, Shadow Claw at level 49
459 SNOVER     : Lava Plume at level 1, Fire Spin at level 1, Blaze Kick at level 1, Sacred Fire at level 1, Fire Blast at level 5, Flare Blitz at level 9, Heat Wave at level 13, Blast Burn at level 17, Signal Beam at level 21, Overheat at level 26, Flame Wheel at level 31, Fire Fang at level 36, Flamethrower at level 41, Eruption at level 46
460 ABOMASNOW  : Lava Plume at level 1, Fire Spin at level 1, Petal Dance at level 1, Bite at level 1, Flare Blitz at level 1, Heat Wave at level 5, Overheat at level 9, Stomp at level 13, Fire Fang at level 17, Flame Wheel at level 21, Flamethrower at level 26, Eruption at level 31, Disable at level 36, Facade at level 47, Blizzard at level 58
461 WEAVILE    : Will-O-Wisp at level 1, Tailwind at level 1, Lava Plume at level 1, Ember at level 1, Sacred Fire at level 1, Head Smash at level 1, Aerial Ace at level 1, Flare Blitz at level 8, Magma Storm at level 10, Heat Wave at level 14, Chatter at level 21, Metal Claw at level 24, Mirror Move at level 28, Fire Punch at level 35, Drill Peck at level 38, Air Slash at level 42, Haze at level 49
462 MAGNEZONE  : Take Down at level 1, Rapid Spin at level 1, Pay Day at level 1, Scary Face at level 1, Quick Attack at level 1, Crush Claw at level 1, Flatter at level 6, SolarBeam at level 11, Natural Gift at level 14, Glare at level 17, Pain Split at level 22, ViceGrip at level 27, Psych Up at level 30, Return at level 34, Sweet Scent at level 40, Headbutt at level 46, Double Hit at level 50, Defense Curl at level 54, Wrap at level 60
463 LICKILICKY : Grass Knot at level 1, Fury Swipes at level 1, Stealth Rock at level 1, Frenzy Plant at level 1, Cross Chop at level 5, Rock Slide at level 9, Giga Drain at level 13, Synthesis at level 17, Cotton Spore at level 21, Worry Seed at level 25, Razor Leaf at level 29, Ingrain at level 33, Energy Ball at level 37, Rollout at level 41, Power Gem at level 45, Sleep Powder at level 49, Mega Kick at level 53, Bullet Seed at level 57
464 RHYPERIOR  : Heal Bell at level 1, Swords Dance at level 1, Block at level 1, Meteor Mash at level 1, Magnet Bomb at level 1, Sing at level 9, Stone Edge at level 13, Metal Claw at level 21, Mirror Shot at level 25, Leer at level 33, Iron Head at level 37, Metal Sound at level 42, Metal Burst at level 45, Bullet Punch at level 49, Super Fang at level 57, Copycat at level 61
465 TANGROWTH  : Roar of Time at level 1, Dragon Dance at level 1, Sunny Day at level 1, Blaze Kick at level 1, Twister at level 5, Dragon Claw at level 8, Flare Blitz at level 12, Magma Storm at level 15, Blast Burn at level 19, Overheat at level 22, Fire Punch at level 26, Flame Wheel at level 29, Drain Punch at level 33, Eruption at level 36, Mirror Coat at level 40, Outrage at level 43, DragonBreath at level 47, Will-O-Wisp at level 50, Draco Meteor at level 54, Jump Kick at level 57
466 ELECTIVIRE : Endeavor at level 1, Aqua Ring at level 1, Seed Flare at level 1, Dive at level 1, Brine at level 1, Flash at level 7, Water Sport at level 10, Octazooka at level 16, Aqua Tail at level 19, Teeter Dance at level 25, Mimic at level 28, Aqua Jet at level 37, Frustration at level 43, Moonlight at level 52, Hydro Pump at level 58, BubbleBeam at level 67
467 MAGMORTAR  : Mach Punch at level 1, Vital Throw at level 1, Seismic Toss at level 1, Howl at level 1, Ice Shard at level 1, Submission at level 7, Sky Uppercut at level 10, Sucker Punch at level 16, Wake-Up Slap at level 19, Low Kick at level 25, Close Combat at level 28, Drain Punch at level 37, Defense Curl at level 43, Detect at level 52, Rolling Kick at level 58, Triple Kick at level 67
468 TOGEKISS   : Heal Bell at level 1, Agility at level 1, Focus Energy at level 1, Luster Purge at level 1
469 YANMEGA    : Secret Power at level 1, Taunt at level 1, Roar at level 1, Twister at level 1, Bite at level 1, Dragon Claw at level 1, Torment at level 6, Super Fang at level 11, Nasty Plot at level 14, Spacial Rend at level 17, Embargo at level 22, Pursuit at level 27, Fire Fang at level 30, Flamethrower at level 33, Switcheroo at level 38, Dark Pulse at level 43, Outrage at level 46, Fake Tears at level 49, Payback at level 54, Memento at level 57
470 LEAFEON    : Frenzy Plant at level 1, Razor Leaf at level 1, Skill Swap at level 1, Absorb at level 1, Poison Fang at level 8, Energy Ball at level 15, Leaf Storm at level 22, SmellingSalt at level 29, Gastro Acid at level 36, Sludge at level 43, Spore at level 50, Grass Knot at level 57, Poison Gas at level 64, Poison Tail at level 71, Acid at level 78
471 GLACEON    : Sleep Powder at level 1, Toxic at level 1, Vine Whip at level 1, Poison Fang at level 1, Gastro Acid at level 8, Leech Life at level 15, Leech Seed at level 22, Leaf Storm at level 29, PoisonPowder at level 36, Smog at level 43, Sludge Bomb at level 50, Poison Jab at level 57, Poison Gas at level 64, Spike Cannon at level 71, Acid at level 78
472 GLISCOR    : Sandstorm at level 1, Rock Tomb at level 1, Fling at level 1, Thief at level 1, Powder Snow at level 1, Flare Blitz at level 1, Rollout at level 1, Stone Edge at level 5, Rock Polish at level 9, Crunch at level 12, Snatch at level 16, Sucker Punch at level 20, Stealth Rock at level 23, Flatter at level 27, Rock Throw at level 31, Night Slash at level 34, Knock Off at level 38, Assurance at level 42, Payback at level 45
473 MAMOSWINE  : Rock Tomb at level 1, Stealth Rock at level 1, Tackle at level 1, Head Smash at level 1, Rock Blast at level 1, Rock Polish at level 4, Rollout at level 8, Flare Blitz at level 13, Rock Throw at level 16, AncientPower at level 20, Power Gem at level 25, Swallow at level 28, Dizzy Punch at level 32, Rock Wrecker at level 33, Sky Attack at level 40, Growl at level 48, Iron Defense at level 56, Triple Kick at level 65
474 PORYGON-Z  : Growl at level 1, Lava Plume at level 1, Ember at level 1, Blaze Kick at level 1, Sacred Fire at level 1, Fire Blast at level 7, Flare Blitz at level 12, Overheat at level 18, Sketch at level 23, Sunny Day at level 29, Stomp at level 34, Trump Card at level 40, Softboiled at level 45, Fire Punch at level 51, Flame Wheel at level 56, Fire Fang at level 62, Eruption at level 67
475 GALLADE    : Perish Song at level 1, Icy Wind at level 1, Haze at level 1, Ice Punch at level 1, Ice Fang at level 1, Avalanche at level 1, Powder Snow at level 6, Conversion at level 10, Needle Arm at level 12, Ice Ball at level 17, Mist at level 22, Icicle Spear at level 25, Flame Wheel at level 31, Encore at level 36, Ice Beam at level 39, Knock Off at level 45, Sheer Cold at level 50, Blizzard at level 53
476 PROBOPASS  : Milk Drink at level 1, Snore at level 1, Flash at level 1, Hyper Fang at level 1, Will-O-Wisp at level 1, Covet at level 1, Harden at level 7, Vacuum Wave at level 13, Avalanche at level 19, Swallow at level 25, Sky Uppercut at level 31, Psycho Cut at level 37, Crush Claw at level 43, Glare at level 49, Substitute at level 55, Copycat at level 61, Guillotine at level 67, Mega Kick at level 73, Slam at level 79
477 DUSKNOIR   : U-turn at level 1, Heal Order at level 1, Mega Punch at level 1, Covet at level 1, Leech Life at level 1, Magnitude at level 1, Twineedle at level 1, Signal Beam at level 1, Smog at level 6, Fury Cutter at level 9, Defend Order at level 14, X-Scissor at level 17, String Shot at level 22, Pin Missile at level 25, Bug Bite at level 30, Silver Wind at level 33, Spider Web at level 37, DynamicPunch at level 43, Bug Buzz at level 51, Helping Hand at level 61
478 FROSLASS   : Dragon Pulse at level 1, Rapid Spin at level 1, Lick at level 1, Sacred Fire at level 1, Magma Storm at level 4, Blast Burn at level 10, Overheat at level 13, Sweet Scent at level 19, Spacial Rend at level 22, Stomp at level 28, Fire Punch at level 31, Flamethrower at level 37, Sunny Day at level 40, Eruption at level 51, Outrage at level 59
479 ROTOM      : Recover at level 1, Return at level 1, Selfdestruct at level 1, Disable at level 1, Leech Life at level 1, X-Scissor at level 8, Endure at level 15, Hidden Power at level 22, Attack Order at level 29, Pin Missile at level 36, Spider Web at level 43, Silver Wind at level 50
480 UXIE       : Rock Tomb at level 1, Leech Seed at level 1, Petal Dance at level 1, Rock Slide at level 1, Head Smash at level 6, Rollout at level 16, Fire Blast at level 21, Stone Edge at level 31, Aromatherapy at level 36, Stealth Rock at level 46, Seed Bomb at level 51, Wood Hammer at level 61, Power Gem at level 66, Rock Wrecker at level 76
481 MESPRIT    : Iron Tail at level 1, Meteor Mash at level 1, Feint at level 1, Vital Throw at level 1, Flare Blitz at level 6, Metal Claw at level 16, Overheat at level 21, Wood Hammer at level 31, Flame Wheel at level 36, Flamethrower at level 46, Flash Cannon at level 51, Headbutt at level 61, Gyro Ball at level 66, Bullet Punch at level 76
482 AZELF      : Minimize at level 1, Meteor Mash at level 1, Razor Leaf at level 1, Secret Power at level 1, Pay Day at level 6, Magnet Bomb at level 16, Disable at level 21, Metal Claw at level 31, Mirror Shot at level 36, Power Gem at level 46, Luster Purge at level 51, Steel Wing at level 61, Headbutt at level 66, Heal Bell at level 76
483 DIALGA     : Rock Tomb at level 1, Mach Punch at level 1, Meteor Mash at level 1, Rock Slide at level 1, Brick Break at level 10, Rock Throw at level 20, Razor Wind at level 30, Bind at level 40, Rock Wrecker at level 50, Rolling Kick at level 60, Seismic Toss at level 70, Assurance at level 80, Jump Kick at level 90
484 PALKIA     : Dragon Dance at level 1, Peck at level 1, Spite at level 1, Shadow Ball at level 1, Confuse Ray at level 10, Lick at level 20, Teeter Dance at level 30, Shadow Sneak at level 40, Destiny Bond at level 50, Headbutt at level 60, Charge at level 70, Psych Up at level 80, Shadow Claw at level 90
485 HEATRAN    : Frenzy Plant at level 1, Razor Leaf at level 1, Seed Flare at level 1, Pluck at level 1, Mega Drain at level 9, Crunch at level 17, Aromatherapy at level 25, Leaf Storm at level 33, GrassWhistle at level 41, Grass Knot at level 49, Worry Seed at level 57, Drain Punch at level 65, SolarBeam at level 73, Synthesis at level 81, Spike Cannon at level 88, Magical Leaf at level 96
486 REGIGIGAS  : Poison Fang at level 1, Poison Sting at level 1, Smog at level 1, Sunny Day at level 1, Poison Jab at level 1, Hyper Beam at level 1, Poison Tail at level 1, Gastro Acid at level 25, PoisonPowder at level 50, Acid at level 75, Stealth Rock at level 100
487 GIRATINA   : Meteor Mash at level 1, Psywave at level 1, Charge Beam at level 1, Dream Eater at level 1, Teleport at level 10, Rage at level 20, Leer at level 30, Encore at level 40, Psycho Cut at level 50, Psybeam at level 60, Extrasensory at level 70, SmellingSalt at level 80, Mirror Coat at level 90
488 CRESSELIA  : Safeguard at level 1, Thunder Fang at level 1, Moonlight at level 1, Fake Out at level 1, Memento at level 11, Charge Beam at level 20, Magnet Rise at level 29, Flash at level 38, Spit Up at level 47, Double-Edge at level 57, ThunderPunch at level 66, ThunderShock at level 75, Charge at level 84, Stun Spore at level 93
489 PHIONE     : Iron Tail at level 1, Icy Wind at level 1, Magnet Bomb at level 1, Mirror Shot at level 1, Gyro Ball at level 9, Metal Sound at level 16, Metal Claw at level 24, Flash Cannon at level 31, Iron Head at level 39, Steel Wing at level 46, Iron Defense at level 54, Bullet Punch at level 61, Metal Burst at level 69
490 MANAPHY    : Rock Tomb at level 1, Mach Punch at level 1, Rapid Spin at level 1, Head Smash at level 1, Brine at level 9, Rock Blast at level 16, Dive at level 24, Muddy Water at level 31, Aqua Ring at level 39, Rain Dance at level 46, Rock Polish at level 54, Stealth Rock at level 61, Power Gem at level 69, Hydro Cannon at level 76
491 DARKRAI    : Meteor Mash at level 1, Psycho Shift at level 1, Uproar at level 1, Poison Sting at level 1, Body Slam at level 11, Metal Claw at level 20, Doom Desire at level 29, Metal Burst at level 38, Metal Sound at level 47, Wring Out at level 57, Growl at level 66, Flash Cannon at level 75, Iron Head at level 84, Steel Wing at level 93
492 SHAYMIN    : Rock Tomb at level 1, Gunk Shot at level 1, Poison Sting at level 1, Head Smash at level 1, Rollout at level 10, Rock Blast at level 19, Rock Throw at level 28, Stealth Rock at level 37, Sludge Bomb at level 46, Rock Wrecker at level 55, Sludge at level 64, Toxic at level 73, Poison Tail at level 82, Poison Gas at level 91, Acid at level 100
493 ARCEUS     : Mist at level 1, Magnet Rise at level 1, Haze at level 1, Icy Wind at level 1, Charge Beam at level 10, Thunder at level 20, Lick at level 30, Powder Snow at level 40, ThunderPunch at level 50, Icicle Spear at level 60, Ice Beam at level 70, Thunder Wave at level 80, ThunderShock at level 90, Blizzard at level 100

--Trainers Pokemon--
#1 (Cooltrainer♂ Marilyn) - ZUBAT Lv5
#2 (Cooltrainer♂ Jonathan) - HAPPINY Lv5
#3 (Leader Jacqueline) - HOPPIP Lv5
#4 (Cooltrainer♂ Kimberley) - CASCOON Lv7, SPEAROW Lv6
#5 (Gentleman Daniel) - CHERUBI Lv5
#6 (Gentleman Daniel) - PIDGEY Lv5
#7 (Breeder Sonya) - WYNAUT Lv5
#8 (Breeder Sonya) - COMBEE Lv5
#9 (Cooltrainer♂ Daniel) - NINCADA Lv5
#10 (Cooltrainer♂ Thomas) - WOOPER Lv8
#11 (Leader Leo) - CARVANHA Lv7
#12 (Leader Wellington) - SHINX Lv7
#13 (Cooltrainer♀ Mallorie) - SENTRET Lv10, SUNKERN Lv11
#14 (Juggler Tia) - SLUGMA Lv9, PINECO Lv11
#15 (Mom & Pop Ally & Cam) - PERSIAN Lv11, MASQUERAIN Lv11
#16 (Gentleman Mallorie) - BIBAREL Lv14
#17 (Breeder Forrest) - HOOTHOOT Lv12, WOBBUFFET Lv12
#18 (Gentleman Cammie) - DRATINI Lv10, BONSLY Lv11, BALTOY Lv12
#19 (Gentleman Sonya) - ILLUMISE Lv14
#20 (Nurse Kristine) - MIME JR. Lv15
#21 (Juggler Wayne) - MIGHTYENA Lv14
#22 (Cooltrainer♀ Alex) - WYNAUT Lv8, WYNAUT Lv10, SHINX Lv12, WYNAUT Lv12, SHINX Lv14, WYNAUT Lv16
